日期,从化区,南沙区,增城区,天河区,海珠区,番禺区,白云区,花都区,荔湾区,越秀区,黄浦区
2017-2-1,53.13856562922869,95.11111111111111,60.68421052631579,22.835400124899635,20.091317942348052,46.36368715083799,22.76502501657725,88.03338632750398,20.46918180406769,19.638681293888716,32.26190476190476
2017-2-2,48.765785609397945,58.8,64.94736842105263,23.80162268839997,20.581606643644136,48.328171828171826,23.3,95.60013812154696,20.734083951642194,20.487467908847893,32.37924151696607
2017-2-3,37.188712915458396,55.55555555555556,66.95652173913044,24.129136637740846,20.479445115535984,46.328697264719516,22.8141826500088,97.05182724252492,20.49691468203376,20.109862555720653,32.64247787610619
2017-2-4,36.20876656472987,104.08333333333333,50.76470588235294,22.564846913122867,20.053263744905983,45.99679897567221,22.124638700101556,101.64719626168224,20.345671758715238,19.969829271471394,29.39934210526316
2017-2-5,35.283336635625126,68.29411764705883,52.888888888888886,22.954537719795802,20.403428918221817,45.78402625820569,22.375472292191436,100.81516587677726,20.403523534052063,20.068829152312098,29.473684210526315
2017-2-6,32.120866141732286,50.45454545454545,66.60606060606061,22.689231221375916,20.545207113828717,45.39133152740154,22.75733621686118,99.05128205128206,20.643703334992534,19.85990596061844,30.262453531598513
2017-2-7,32.48616600790514,68.42105263157895,78.05882352941177,22.540359245733026,20.766505927993908,44.382988298829886,22.328596934979913,98.64425162689805,20.69266565503288,19.880442422989457,31.43764002987304
